state,grade,standard_id,standard_text
ID,1,1.OA.A.1,"Solve addition and subtraction word problems within 20 involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, by using physical, visual, and symbolic representations."
ID,1,1.OA.A.2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20 by using physical, visual, and symbolic representations."
ID,1,1.OA.B.3,Apply properties of operations to add.
ID,1,1.OA.B.4,Restate a subtraction problem as a missing addend problem using the relationship between addition and subtraction.
ID,1,1.OA.C.5,Relate counting to addition and subtraction.
ID,1,1.OA.C.6,"Demonstrate fluency for addition and subtraction within ten, use strategies to add and subtract within 20."
ID,1,1.OA.D.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false."
ID,1,1.OA.D.8,"Determine the unknown whole number in an addition or subtraction equation relating three whole numbers, with the unknown in any position."
ID,2,2.G.A.1,"Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces. Identify triangles, squares, rectangles, rhombi, trapezoids, pentagons, hexagons, octagons, and cubes."
ID,2,2.G.A.2,Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.
ID,2,2.G.A.3.a,"Describe the shares using the words “halves,” “thirds,” “fourths,” and “quarter,” and use the phrases “half of,” “a third of,” “a fourth of,” and “quarter of.”"
ID,2,2.G.A.3.b,"Describe the whole as two of, three of, or four of the shares."
ID,2,2.G.A.3.c,Recognize that equal shares of identical wholes need not have the same shape.
ID,2,2.MD.A.1,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes."
ID,2,2.MD.A.2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen."
ID,2,2.MD.A.3,"Estimate lengths using units of inches, feet, centimeters, and meters."
ID,2,2.MD.A.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit."
ID,2,2.MD.B.5,Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units.
ID,2,2.MD.B.6,"Represent whole numbers as lengths from zero on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, ..., and represent whole-number sums and differences within 100 on a number line diagram."
ID,2,2.MD.C.7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m."
ID,2,2.NBT.A.1.a,100 can be thought of as a bundle of ten tens—called a “hundred.”
ID,2,2.NBT.A.1.b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, and 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones)."
ID,2,2.NBT.A.2,"Count within 1,000; skip-count by fives, tens, and 100s. Identify patterns in skip counting starting at any number."
ID,2,2.NBT.A.3,"Read and write numbers from 0 to 1,000 using standard form, expanded form, and word form."
ID,2,2.NBT.B.5,Fluently add and subtract whole numbers within 100 using understanding of place value and properties of operations.
ID,2,2.NBT.B.6,Add up to four two-digit numbers using strategies based on place value and properties of operations.
ID,2,2.NBT.B.7.a,"Understand that in adding or subtracting three-digit numbers, one adds or subtracts hundreds and hundreds, tens and tens, ones and ones."
ID,2,2.NBT.B.7.b,Understand that sometimes it is necessary to compose or decompose tens or hundreds.
ID,2,2.NBT.B.8,"Use mental strategies to add or subtract a number that is ten more, ten less, one hundred more, and one hundred less than a given three-digit number."
ID,2,2.NBT.B.9,"Explain why addition and subtraction strategies work, using place value and the properties of operations."
ID,2,2.OA.A.1,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, by using physical, visual, and symbolic representations."
ID,2,2.OA.B.2,"Demonstrate fluency for addition and subtraction within 20 using mental strategies. By the end of grade two, recall basic facts to add and subtract within 20 with automaticity."
ID,2,2.OA.C.3,Determine whether a group of objects (up to 20) has an odd or even number of members and write an equation to express an even number as a sum of two equal addends.
ID,2,2.OA.C.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.
